-16.32,-25.792,-16
-12.288,-33.6,-10.048
-10.816,-24.448,-11.136
-4.48,-27.2,-16.896
-21.76,-32.32,-21.248
-4.927999,-20.352,-19.776
-10.368,-10.496,-12.544
-28.16,-20.288,-8.32
-15.296,-10.944,-2.112
-9.279999,-18.752,5.119999
-13.248,-15.936,-0.7039999
-6.144,-22.08,-9.087999
-10.304,-18.112,-7.039999
-15.424,-0.256,-10.496
-12.608,-9.599999,-11.84
4.032,-4.544,2.496
-0.256,-3.904,-10.304
-2.816,-5.952,-3.2
0.832,1.408,16.064
-3.712,0.192,7.487999
-16.64,0.128,5.184
-15.872,4.16,2.944
-10.944,7.296,12.992
-5.696,6.527999,5.568
4.8,21.12,9.279999
-10.304,1.344,-5.888
-17.792,-7.36,-4.16
-11.136,-8.832,-10.368
-2.56,-7.872,-8.191999
-27.584,-22.656,-7.68
-6.783999,-18.944,-4.096
-6.335999,-7.039999,10.944
-21.056,-11.264,-2.176
-1.28,-14.336,-4.607999
-7.68,-25.664,1.472
-4.863999,-12.928,-1.664
3.136,-8.639999,-5.056
-8.575999,-9.151999,-7.807999
-10.944,-11.776,-7.807999
0,-16.768,-8.575999
11.072,-6.719999,-5.952
-4.032,-1.664,-13.888
-0.7039999,1.984,-5.312
-1.408,0.832,8.063999
2.24,1.92,11.264
-1.28,-6.335999,6.272
-6.527999,-0.192,-7.424
1.536,4.672,4.672
-7.36,6.656,6.719999
0.448,-3.2,2.752
5.696,5.568,10.88
-12.672,1.024,-4.863999
-8.959999,-6.08,0.7679999
0.448,1.856,0
4.48,1.792,1.472
0.448,-10.368,-11.264
-2.496,-22.912,-11.392
7.487999,-4.224,3.136
11.648,4.416,4.351999
16.896,6.4,15.808
7.231999,-2.24,3.136
16.512,0.256,8.511999
19.52,-0.6399999,10.176
-1.472,2.88,-1.472
4.736,10.24,7.039999
11.648,6.719999,13.504
13.248,8.511999,7.168
0.32,0.064,0.832
8.575999,-8.256,-5.824
9.599999,0.448,-12.416
-1.792,-12.032,-4.16
11.328,-10.176,-1.216
8.32,-9.535999,4.607999
11.2,-9.983999,8.511999
-1.856,1.472,4.351999
11.072,1.216,4.863999
4.48,-5.888,-4.032
-9.727999,-6.272,1.536
5.952,-2.304,5.312
1.216,-0.832,-2.496
1.088,1.344,-9.791999
13.312,-0.064,12.224
21.184,4.8,5.631999
17.856,13.44,9.599999
7.487999,5.375999,10.112
5.184,5.504,10.304
-1.088,-2.624,8.639999
14.976,-2.176,2.368
9.599999,-0.512,7.104
0.5759999,2.112,-1.472
16.96,0,4.863999
11.776,8.703999,13.376
2.56,5.76,8.575999
12.16,-4.48,2.944
9.279999,3.84,11.584
9.599999,-1.152,7.296
-0.064,-3.264,9.344
6.975999,2.368,7.552
14.656,3.776,6.207999
13.376,10.048,9.344
14.592,20.224,18.432
3.072,10.304,19.264
14.144,6.912,17.024
12.544,0.448,18.112
14.912,-6.207999,18.56
8.447999,-6.719999,7.616
20.608,4.992,8.063999
14.272,4.351999,-2.112
11.264,3.136,3.2
14.08,3.84,5.056
18.304,3.712,3.84
14.912,6.144,8.063999
6.144,-6.08,8.959999
4.032,-8.832,8.767999
-5.631999,-1.344,11.968
-3.072,0.448,13.44
2.496,4.927999,18.624
21.504,6.207999,24.896
29.696,7.231999,17.024
14.784,6.527999,26.816
20.8,8.511999,33.536
21.824,15.296,28.288
24.896,14.08,16.064
23.744,11.584,28.224
23.168,22.912,33.152
19.136,11.392,18.688
40.832,19.52,19.904
20.736,14.848,24.64
20.416,18.368,16.32
13.632,7.296,18.176
28.096,17.92,30.976
22.848,26.112,23.552
19.776,11.008,26.432
33.408,7.872,24.64
17.408,8.384,21.12
23.04,4.416,8.767999
24.064,7.999999,5.056
18.688,10.048,12.928
27.648,14.912,17.728
16.128,1.28,12.544
22.08,5.248,16.768
25.408,14.336,33.088
16.384,11.072,20.864
25.088,14.784,21.504
13.184,10.816,23.104
15.04,12.8,13.888
31.296,10.176,25.152
10.304,15.36,21.12
16.576,18.752,26.24
17.856,11.712,23.552
25.216,18.432,8.896
22.656,10.112,20.544
22.336,14.4,10.688
32.70399,13.632,11.904
17.28,0.32,4.672
18.944,2.368,3.328
23.424,-3.584,14.848
8.703999,-5.056,2.816
12.864,-15.936,1.152
16,3.264,5.568
21.504,5.248,10.368
18.048,-0.32,14.784
23.488,-1.472,21.376
4.032,-2.56,13.056
0.128,6.719999,18.24
11.776,14.848,30.912
5.631999,8.703999,21.248
5.375999,9.791999,24.256
8.959999,-5.952,6.08
3.2,1.792,6.848
-1.088,0.448,11.456
3.392,-1.152,4.863999
9.408,4.16,8.832
-0.448,-9.471999,9.92
15.104,-4.992,-5.184
3.2,-1.6,-2.56
3.072,-9.215999,0.896
7.104,-3.072,-1.152
11.904,3.968,-1.792
8.832,5.375999,10.24
0.7039999,2.496,10.24
8.575999,-1.6,17.472
10.624,-4.8,24.64
5.824,-5.504,9.344
4.8,-3.776,7.039999
3.264,0.384,6.4
-1.856,-2.112,12.864
10.496,-12.864,12.864
2.624,-12.928,11.712
5.696,-8.511999,6.656
12.48,-21.888,9.471999
-0.064,-20.352,6.463999
6.527999,-4.927999,11.392
11.328,-6.592,6.463999
2.112,-13.248,-0.512
30.208,-8.191999,6.335999
11.328,-6.016,-1.728
-0.512,-12.672,-4.736
11.328,-11.776,-7.36
-9.855999,-11.136,3.2
-6.272,-10.432,1.088
0.448,-7.552,-6.527999
1.728,-15.744,-15.488
5.375999,-13.696,-9.408
7.743999,-11.584,-5.952
8.32,-16.384,-7.616
7.039999,-7.616,-2.816
-0.256,-12.992,-4.096
8.256,-4.8,-2.432
5.375999,-13.952,-2.624
-0.128,-1.472,-1.6
4.224,-6.463999,2.624
-3.904,-5.44,-5.76
-6.592,-8.832,-4.672
-3.008,-24.576,1.472
-17.28,-17.024,-1.088
-13.504,-15.808,-6.4
-1.856,-21.504,-7.743999
-18.176,-29.12,-23.552
